Receipt Index,Date,Name,Price,Currency,Exchange Rate,Price (Exchanged),Category Name,Category Code,Comment,Payment Method
32,09/21/20,Agua Para Amigos,-300.00,MZN,1,-300.00,BF - Grocery & Other Supplies,BF - SUPP,Water refills ,Kitty
33,09/21/20,Machavenga,-2623.00,MZN,1,-2623.00,BF - Grocery & Other Supplies,BF - SUPP,"Veggies, Fruit, Cheese, Tortillas, Tuna, Bread, Yogurt ",Kitty
34,09/21/20,Comercio Azul,-1684.00,MZN,1,-1684.00,BF - Grocery & Other Supplies,BF - SUPP,"Flour, Veggies, Chicken, Black Beans, Paper towels",Kitty
35,09/22/20,Machavenga,-371.00,MZN,1,-371.00,BF - Grocery & Other Supplies,BF - SUPP,Rice,Kitty
36,09/25/20,Comercio Azul,-2086.00,MZN,1,-2086.00,BF - Grocery & Other Supplies,BF - SUPP,"Eggs, Milk, Cheese, Meat, Flour, Pasta ",Kitty
37,09/25/20,Machavenga,-2213.00,MZN,1,-2213.00,BF - Grocery & Other Supplies,BF - SUPP,"Meat, Veggies, Spices, Fruit",Kitty
38,09/28/20,Tx to Rollover,-223.00,MZN,1,-223.00,BF - Deposit,BF - DEP,Remaining balance ,Kitty
39,09/28/20,Krpicak Kitty Fees,7500.00,MZN,1,7500.00,BF - Deposit,BF - DEP,One week kitty fees ,Kitty
40,09/28/20,Murray Kitty Fees,4000.00,MZN,1,4000.00,BF - Accounting Fees,BF - ACCT,One week kitty fees ,Kitty
41,09/28/20,EDM,-3000.00,MZN,1,-3000.00,BF - Utilities,BF - UTL,Electricity ,Kitty
42,09/29/20,Agua Para Amigos,-250.00,MZN,1,-250.00,BF - Grocery & Other Supplies,BF - SUPP,Water refills ,Kitty
43,09/29/20,Comercio Azul,-1969.00,MZN,1,-1969.00,BF - Grocery & Other Supplies,BF - SUPP,"Flour, Chicken, Tomato Sauce, Milk, Feta, Pasta",Kitty
44,09/29/20,Machavenga,-3794.00,MZN,1,-3794.00,BF - Grocery & Other Supplies,BF - SUPP,"Fruit, Veggies, Cheese, Herbs, Meat",Kitty
45,09/30/20,Close out September,-2487.00,MZN,1,-2487.00,BF - Deposit,BF - DEP,Close out September ,Kitty

 
