Receipt Index,Date,Name,Price,Currency,Exchange Rate,Price (Exchanged),Category Name,Category Code,Comment,Payment Method
15,08/06/20,Macro-Investimentos,-60000.00,MZN,1,-60000.00,BF - Building Supplies,BF - BLDG,6 truck loads of stone ,Wall
16,08/06/20,Manuel Almeida,-60000.00,MZN,1,-60000.00,BF - Building Supplies,BF - BLDG,2000 Blockos ,Wall
17,08/06/20,Domingo Comercial,-265.00,MZN,1,-265.00,BF - Grocery & Other Supplies,BF - SUPP,Tap ,Wall
18,08/07/20,Domingo,-5000.00,MZN,1,-5000.00,BF - Travel & Incidentals,BF - TRV,Transport x10 of sand ,Wall
19,08/07/20,Domingo,-2000.00,MZN,1,-2000.00,BF - Building Supplies,BF - BLDG,10 loads of sand ,Wall
20,08/08/20,Domingo Comercial,-24000.00,MZN,1,-24000.00,BF - Building Supplies,BF - BLDG,200 lengths of 8mm steel ,Wall
21,08/08/20,Domingo,-3000.00,MZN,1,-3000.00,BF - Travel & Incidentals,BF - TRV,6x transport of stone ,Wall
22,08/10/20,Domingo Comercial,-21000.00,MZN,1,-21000.00,BF - Building Supplies,BF - BLDG,6 loads of stone ,Wall
23,08/10/20,Domingo,-3500.00,MZN,1,-3500.00,BF - Travel & Incidentals,BF - TRV,7x transport of sand ,Wall
24,08/10/20,Domingo,-4200.00,MZN,1,-4200.00,BF - Building Supplies,BF - BLDG,7 loads of sand and 20 pieces of wood,Wall
25,08/10/20,Domingo Comercial,-500.00,MZN,1,-500.00,BF - Grocery & Other Supplies,BF - SUPP,Blades and fish line ,Wall
26,08/12/20,Alberto Bennet,-7000.00,MZN,1,-7000.00,BF - Contract Temporary Help,BF - CNT,Partial payment contract labor ,Wall
27,08/12/20,Domingo,-2000.00,MZN,1,-2000.00,BF - Building Supplies,BF - BLDG,Ten loads of sand ,Wall
28,08/12/20,Domingo,-5000.00,MZN,1,-5000.00,BF - Travel & Incidentals,BF - TRV,10x transport of sand ,Wall
29,08/13/20,BCI,-1437.00,MZN,1,-1437.00,BF - Bank Fees,BF - BNK,Deposit in bank account to cover fees  ,Wall
30,08/13/20,Construa,-14800.00,MZN,1,-14800.00,BF - Building Supplies,BF - BLDG,200 steel 6mm,Wall
31,08/13/20,Construa,-46900.00,MZN,1,-46900.00,BF - Building Supplies,BF - BLDG,100 bags cement ,Wall
32,08/14/20,Domingo Comercial,-7450.00,MZN,1,-7450.00,BF - Building Supplies,BF - BLDG,Two loads of stone and 9 blades  ,Wall
33,08/14/20,Construa,-885.00,MZN,1,-885.00,BF - Building Supplies,BF - BLDG,Level hose ,Wall
34,08/14/20,Tx from BCI,1012683.00,MZN,1,1012683.00,BF - Deposit,BF - DEP,Wire transfer 2,Wall
35,08/14/20,Domingo,-7000.00,MZN,1,-7000.00,BF - Travel & Incidentals,BF - TRV,Transport of supplies ,Wall
36,08/14/20,Domingo,-2500.00,MZN,1,-2500.00,BF - Building Supplies,BF - BLDG,Seven loads of sand ,Wall
37,08/15/20,Domingo,-12250.00,MZN,1,-12250.00,BF - Building Supplies,BF - BLDG,25 bags cement ,Wall
38,08/15/20,Domingo,-500.00,MZN,1,-500.00,BF - Travel & Incidentals,BF - TRV,Transport of cement ,Wall
39,08/17/20,Domingo,-4000.00,MZN,1,-4000.00,BF - Travel & Incidentals,BF - TRV,4x transport of cement,Wall
40,08/18/20,Domingo,-11000.00,MZN,1,-11000.00,BF - Building Supplies,BF - BLDG,Simbiri and wood ,Wall
41,08/18/20,Domingo,-500.00,MZN,1,-500.00,BF - Travel & Incidentals,BF - TRV,Transport of wood and simbiri ,Wall
42,08/18/20,Almeida Construção,-60000.00,MZN,1,-60000.00,BF - Building Supplies,BF - BLDG,2000 Blockos ,Wall
43,08/18/20,Mini Banca Guiamba,-500.00,MZN,1,-500.00,BF - Grocery & Other Supplies,BF - SUPP,5 Discs ,Wall
44,08/19/20,Domingo Comercial,-20250.00,MZN,1,-20250.00,BF - Building Supplies,BF - BLDG,"8mm steel (100), nails and wire",Wall
45,08/20/20,Domingo,-5000.00,MZN,1,-5000.00,BF - Building Supplies,BF - BLDG,Seven loads of sand ,Wall
46,08/20/20,Domingo,-5100.00,MZN,1,-5100.00,BF - Travel & Incidentals,BF - TRV,"6x transport of stone, 7x transport of sand ",Wall
47,08/20/20,Domingo Comercial,-21000.00,MZN,1,-21000.00,BF - Building Supplies,BF - BLDG,6 loads stone ,Wall
48,08/21/20,Domingo,-5000.00,MZN,1,-5000.00,BF - Building Supplies,BF - BLDG,7x sand ,Wall
49,08/21/20,Domingo,-2100.00,MZN,1,-2100.00,BF - Travel & Incidentals,BF - TRV,7x transport of sand ,Wall
50,08/22/20,Domingo,-6400.00,MZN,1,-6400.00,BF - Building Supplies,BF - BLDG,20x4mm and 10x5mm wood ,Wall
51,08/22/20,Domingo,-500.00,MZN,1,-500.00,BF - Travel & Incidentals,BF - TRV,Transport of wood ,Wall
52,08/24/20,Construa,-46900.00,MZN,1,-46900.00,BF - Building Supplies,BF - BLDG,100 bags cement,Wall
53,08/24/20,Domingo Comercial,-27830.00,MZN,1,-27830.00,BF - Building Supplies,BF - BLDG,"200 lengths 8mm steel, hose piping and fittings ",Wall
54,08/25/20,Domingo,-6100.00,MZN,1,-6100.00,BF - Travel & Incidentals,BF - TRV,"7x transport sand, 4x transport cement ",Wall
55,08/25/20,Domingo,-5000.00,MZN,1,-5000.00,BF - Building Supplies,BF - BLDG,Sand,Wall
56,08/26/20,Domingo,-1000.00,MZN,1,-1000.00,BF - Travel & Incidentals,BF - TRV,2x transport stone ,Wall
57,08/26/20,Almeida Construção,-60000.00,MZN,1,-60000.00,BF - Building Supplies,BF - BLDG,2000 blocks ,Wall
58,08/26/20,Mini Banca Guiamba,-490.00,MZN,1,-490.00,BF - Grocery & Other Supplies,BF - SUPP,Hose fittings and accessories ,Wall
59,08/27/20,Domingo,-4200.00,MZN,1,-4200.00,BF - Building Supplies,BF - BLDG,30 planks @140each,Wall
60,08/27/20,Domingo,-1500.00,MZN,1,-1500.00,BF - Travel & Incidentals,BF - TRV,"2x transport stone, 1x transport wood",Wall
61,08/27/20,Domingo Comercial,-7000.00,MZN,1,-7000.00,BF - Building Supplies,BF - BLDG,Two loads of stone at 3500/load,Wall
62,08/28/20,Jan Van Niekerk,-6000.00,MZN,1,-6000.00,BF - Fuel,BF - FUEL,Fuel for one month,Wall
63,08/28/20,Domingo,-5000.00,MZN,1,-5000.00,BF - Building Supplies,BF - BLDG,7x sand ,Wall
64,08/28/20,Domingo,-2100.00,MZN,1,-2100.00,BF - Travel & Incidentals,BF - TRV,7x transport sand @300/load,Wall
65,08/28/20,Domingo Comercial,-7000.00,MZN,1,-7000.00,BF - Building Supplies,BF - BLDG,Two loads stone @3500,Wall
66,08/29/20,Domingo,-1000.00,MZN,1,-1000.00,BF - Travel & Incidentals,BF - TRV,2x transport stone ,Wall
67,08/29/20,Alberto Bennet,-30000.00,MZN,1,-30000.00,BF - Contract Temporary Help,BF - CNT,Partial payment ,Wall
68,08/31/20,Domingo,-12375.00,MZN,1,-12375.00,BF - Building Supplies,BF - BLDG,25 bags cement @495,Wall
69,08/31/20,Domingo,-500.00,MZN,1,-500.00,BF - Travel & Incidentals,BF - TRV,Transport of cement ,Wall
70,08/31/20,Domingo Comercial,-7000.00,MZN,1,-7000.00,BF - Building Supplies,BF - BLDG,Two loads stone @3500,Wall
71,08/31/20,Close out August,-814909.00,MZN,1,-814909.00,BF - Deposit,BF - DEP,Close out August ,Wall

 
